zipcode,score,name,latitude,longitude
97068,0.5199572027,"WEST LINN, OR 97068",45.36,-122.65
97070,0.5754853546,"WILSONVILLE, OR 97070",45.31,-122.77
97086,0.6543479123,"HAPPY VALLEY, OR 97086",45.44,-122.53
97116,0.5242169047,"FOREST GROVE, OR 97116",45.54,-123.13
97123,0.7680915429,"HILLSBORO, OR 97123",45.49,-122.97
97124,0.7881746157,"HILLSBORO, OR 97124",45.54,-122.95
97132,0.7238738862,"NEWBERG, OR 97132",45.31,-122.97
97140,0.695535668,"SHERWOOD, OR 97140",45.35,-122.86
97201,0.7587277402,"PORTLAND, OR 97201",45.51,-122.69
97202,0.6712049745,"PORTLAND, OR 97202",45.48,-122.64
97205,0.5637907578,"PORTLAND, OR 97205",45.52,-122.69
97206,0.5068885981,"PORTLAND, OR 97206",45.48,-122.6
97209,0.5874068543,"PORTLAND, OR 97209",45.53,-122.68
97210,0.5409113672,"PORTLAND, OR 97210",45.54,-122.71
97214,0.6349059642,"PORTLAND, OR 97214",45.51,-122.65
97217,0.5978814735,"PORTLAND, OR 97217",45.58,-122.69
97219,0.6943390511,"PORTLAND, OR 97219",45.46,-122.71
97220,0.5905223992,"PORTLAND, OR 97220",45.55,-122.56
97221,0.6136005225,"PORTLAND, OR 97221",45.5,-122.73
97223,1,"PORTLAND, OR 97223",45.44,-122.78
97224,0.6649073165,"PORTLAND, OR 97224",45.41,-122.79
97225,0.9201188002,"PORTLAND, OR 97225",45.5,-122.77
97229,0.7420673907,"PORTLAND, OR 97229",45.55,-122.81
97230,0.5115467671,"PORTLAND, OR 97230",45.54,-122.51
97232,0.7051449466,"PORTLAND, OR 97232",45.53,-122.64
97239,0.7195082493,"PORTLAND, OR 97239",45.49,-122.69
97267,0.5486871824,"PORTLAND, OR 97267",45.41,-122.62
97304,0.5130525755,"SALEM, OR 97304",44.96,-123.08
98001,0.509129624,"AUBURN, WA 98001",47.31,-122.26
98003,0.6156604145,"FEDERAL WAY, WA 98003",47.31,-122.31
98004,1,"BELLEVUE, WA 98004",47.62,-122.2
98005,0.6404663565,"BELLEVUE, WA 98005",47.61,-122.17
98006,0.6848610582,"BELLEVUE, WA 98006",47.56,-122.15
98007,0.5321655485,"BELLEVUE, WA 98007",47.61,-122.14
98011,0.5168919335,"BOTHELL, WA 98011",47.75,-122.2
98020,0.5240021637,"EDMONDS, WA 98020",47.8,-122.37
98021,0.6040706185,"BOTHELL, WA 98021",47.79,-122.22
98027,0.551110718,"ISSAQUAH, WA 98027",47.52,-122.02
98032,0.533343307,"KENT, WA 98032",47.39,-122.26
98033,0.7401742701,"KIRKLAND, WA 98033",47.68,-122.19
98034,0.640716451,"KIRKLAND, WA 98034",47.72,-122.2
98036,0.6746696793,"LYNNWOOD, WA 98036",47.81,-122.28
98037,0.5441815847,"LYNNWOOD, WA 98037",47.84,-122.29
98052,0.9760043285,"REDMOND, WA 98052",47.68,-122.12
98102,0.5366251777,"SEATTLE, WA 98102",47.63,-122.32
98103,0.6701196362,"SEATTLE, WA 98103",47.67,-122.35
98105,0.5366562675,"SEATTLE, WA 98105",47.66,-122.3
98107,0.6797096494,"SEATTLE, WA 98107",47.67,-122.37
98109,0.7652992683,"SEATTLE, WA 98109",47.63,-122.35
98115,0.5647062922,"SEATTLE, WA 98115",47.68,-122.3
98116,0.5809274139,"SEATTLE, WA 98116",47.57,-122.39
98117,0.5128349403,"SEATTLE, WA 98117",47.69,-122.38
98119,0.6561918296,"SEATTLE, WA 98119",47.64,-122.37
98121,0.7024590321,"SEATTLE, WA 98121",47.62,-122.35
98122,0.5677446126,"SEATTLE, WA 98122",47.61,-122.3
98133,0.525851961,"SEATTLE, WA 98133",47.74,-122.34
98188,0.5968405483,"SEATTLE, WA 98188",47.45,-122.27
98201,0.5165369277,"EVERETT, WA 98201",47.99,-122.2
98208,0.533181618,"EVERETT, WA 98208",47.9,-122.2
98604,0.562654506,"BATTLE GROUND, WA 98604",45.79,-122.53
98607,0.6388457121,"CAMAS, WA 98607",45.61,-122.42
98642,0.5291015869,"RIDGEFIELD, WA 98642",45.8,-122.69
98660,0.5486581394,"VANCOUVER, WA 98660",45.65,-122.69
98661,0.5831578094,"VANCOUVER, WA 98661",45.64,-122.63
98662,0.6690505448,"VANCOUVER, WA 98662",45.67,-122.58
98682,0.6626904119,"VANCOUVER, WA 98682",45.67,-122.51
98683,0.7548918868,"VANCOUVER, WA 98683",45.6,-122.51
98684,0.517747026,"VANCOUVER, WA 98684",45.63,-122.52
