zipcode,score,name,latitude,longitude
55113,0.9464621415,"SAINT PAUL, MN 55113",45.01,-93.16
55116,0.7288201695,"SAINT PAUL, MN 55116",44.91,-93.17
55117,0.5147421376,"SAINT PAUL, MN 55117",44.99,-93.1
55118,0.8194428712,"SAINT PAUL, MN 55118",44.9,-93.1
55119,0.5708106419,"SAINT PAUL, MN 55119",44.95,-93.01
55120,0.5624281919,"SAINT PAUL, MN 55120",44.87,-93.15
55122,0.6615152496,"SAINT PAUL, MN 55122",44.8,-93.2
55124,0.7164440913,"SAINT PAUL, MN 55124",44.74,-93.2
55125,0.9123453595,"SAINT PAUL, MN 55125",44.92,-92.95
55126,0.5150376481,"SAINT PAUL, MN 55126",45.09,-93.13
55127,0.6192718934,"SAINT PAUL, MN 55127",45.08,-93.08
55128,0.8904761976,"SAINT PAUL, MN 55128",44.99,-92.97
55301,0.5289118589,"ALBERTVILLE, MN 55301",45.24,-93.66
55303,0.7119987335,"ANOKA, MN 55303",45.25,-93.41
55304,0.6105642813,"ANDOVER, MN 55304",45.25,-93.29
55305,0.6948826258,"HOPKINS, MN 55305",44.95,-93.43
55306,0.5363384617,"BURNSVILLE, MN 55306",44.73,-93.29
55311,0.5721648334,"OSSEO, MN 55311",45.1,-93.49
55317,0.5647283106,"CHANHASSEN, MN 55317",44.86,-93.55
55318,0.640748752,"CHASKA, MN 55318",44.81,-93.62
55330,0.6152581749,"ELK RIVER, MN 55330",45.32,-93.57
55331,0.6560600127,"EXCELSIOR, MN 55331",44.9,-93.59
55337,0.7773114077,"BURNSVILLE, MN 55337",44.77,-93.28
55343,0.677988882,"HOPKINS, MN 55343",44.92,-93.41
55344,0.7673358729,"EDEN PRAIRIE, MN 55344",44.86,-93.43
55345,0.5780046358,"MINNETONKA, MN 55345",44.92,-93.48
55369,0.7660051204,"OSSEO, MN 55369",45.12,-93.43
55372,0.5965885244,"PRIOR LAKE, MN 55372",44.71,-93.42
55378,0.565032299,"SAVAGE, MN 55378",44.76,-93.36
55379,0.725260567,"SHAKOPEE, MN 55379",44.78,-93.5
55387,0.5954620987,"WACONIA, MN 55387",44.85,-93.79
55391,0.6631494623,"WAYZATA, MN 55391",44.96,-93.53
55403,0.6539297053,"MINNEAPOLIS, MN 55403",44.97,-93.28
55406,0.6412921388,"MINNEAPOLIS, MN 55406",44.94,-93.22
55407,0.5180232824,"MINNEAPOLIS, MN 55407",44.94,-93.25
55408,0.6372785838,"MINNEAPOLIS, MN 55408",44.95,-93.29
55414,0.5761198797,"MINNEAPOLIS, MN 55414",44.98,-93.23
55416,1,"MINNEAPOLIS, MN 55416",44.95,-93.34
55418,0.5001440957,"MINNEAPOLIS, MN 55418",45.02,-93.24
55422,0.7380180519,"MINNEAPOLIS, MN 55422",45.01,-93.34
55423,0.695088464,"MINNEAPOLIS, MN 55423",44.88,-93.28
55426,0.5915290319,"MINNEAPOLIS, MN 55426",44.95,-93.38
55427,0.6294291562,"MINNEAPOLIS, MN 55427",45.01,-93.38
55428,0.6302211748,"MINNEAPOLIS, MN 55428",45.06,-93.38
55431,0.741669506,"MINNEAPOLIS, MN 55431",44.83,-93.31
55432,0.5825047254,"MINNEAPOLIS, MN 55432",45.1,-93.25
55433,0.777997362,"MINNEAPOLIS, MN 55433",45.16,-93.31
55435,0.5593345236,"MINNEAPOLIS, MN 55435",44.88,-93.33
55437,0.617774408,"MINNEAPOLIS, MN 55437",44.82,-93.34
55438,0.5522984788,"MINNEAPOLIS, MN 55438",44.83,-93.38
55439,0.68278459,"MINNEAPOLIS, MN 55439",44.88,-93.37
55441,0.7752655404,"MINNEAPOLIS, MN 55441",45,-93.42
55442,0.5267250551,"MINNEAPOLIS, MN 55442",45.05,-93.43
55446,0.5663237787,"MINNEAPOLIS, MN 55446",45.04,-93.48
55447,0.6138809508,"MINNEAPOLIS, MN 55447",45,-93.49
55448,0.5303135846,"MINNEAPOLIS, MN 55448",45.19,-93.3
55449,0.6818328667,"MINNEAPOLIS, MN 55449",45.17,-93.21
56303,0.5428774371,"SAINT CLOUD, MN 56303",45.57,-94.2
56379,0.558247393,"SAUK RAPIDS, MN 56379",45.61,-94.14
60004,0.5013041418,"ARLINGTON HEIGHTS, IL 60004",42.11,-87.98
60005,0.5527644722,"ARLINGTON HEIGHTS, IL 60005",42.06,-87.98
60010,0.5744885266,"BARRINGTON, IL 60010",42.16,-88.15
60014,0.5510676411,"CRYSTAL LAKE, IL 60014",42.23,-88.33
60015,0.5690695523,"DEERFIELD, IL 60015",42.17,-87.87
60018,0.571669823,"DES PLAINES, IL 60018",42.01,-87.89
60025,0.5115243931,"GLENVIEW, IL 60025",42.07,-87.82
60031,0.5544796121,"GURNEE, IL 60031",42.38,-87.94
60035,0.5217014104,"HIGHLAND PARK, IL 60035",42.18,-87.81
60045,0.5622600783,"LAKE FOREST, IL 60045",42.24,-87.86
60047,0.5465615124,"LAKE ZURICH, IL 60047",42.2,-88.06
60048,0.5058253286,"LIBERTYVILLE, IL 60048",42.29,-87.95
60056,0.513804823,"MOUNT PROSPECT, IL 60056",42.06,-87.94
60062,0.569777033,"NORTHBROOK, IL 60062",42.13,-87.85
60067,0.6086274148,"PALATINE, IL 60067",42.11,-88.06
60102,0.5630645987,"ALGONQUIN, IL 60102",42.16,-88.3
60123,0.5759266447,"ELGIN, IL 60123",42.04,-88.31
60126,0.6077816394,"ELMHURST, IL 60126",41.89,-87.94
60134,0.5512581055,"GENEVA, IL 60134",41.88,-88.33
60137,0.5560195614,"GLEN ELLYN, IL 60137",41.87,-88.06
60148,0.6952793077,"LOMBARD, IL 60148",41.87,-88.02
60173,0.559146316,"SCHAUMBURG, IL 60173",42.05,-88.05
60181,0.550077033,"VILLA PARK, IL 60181",41.88,-87.98
60187,0.5669140929,"WHEATON, IL 60187",41.87,-88.11
60201,0.5143556959,"EVANSTON, IL 60201",42.06,-87.7
60453,0.5795357499,"OAK LAWN, IL 60453",41.72,-87.75
60462,0.6377699306,"ORLAND PARK, IL 60462",41.62,-87.84
60515,0.6199194187,"DOWNERS GROVE, IL 60515",41.8,-88.02
60521,0.5105144628,"HINSDALE, IL 60521",41.8,-87.93
60523,0.553225622,"OAK BROOK, IL 60523",41.84,-87.96
60527,0.5437786204,"WILLOWBROOK, IL 60527",41.75,-87.93
60532,0.618901112,"LISLE, IL 60532",41.79,-88.08
60540,0.542375133,"NAPERVILLE, IL 60540",41.76,-88.14
60563,0.5921047486,"NAPERVILLE, IL 60563",41.8,-88.17
60605,0.6375603193,"CHICAGO, IL 60605",41.87,-87.63
60607,0.6867737947,"CHICAGO, IL 60607",41.88,-87.65
60610,0.5458145755,"CHICAGO, IL 60610",41.91,-87.63
60611,0.848558258,"CHICAGO, IL 60611",41.89,-87.62
60613,0.5718074976,"CHICAGO, IL 60613",41.95,-87.66
60614,1,"CHICAGO, IL 60614",41.92,-87.65
60616,0.5878151281,"CHICAGO, IL 60616",41.85,-87.63
60618,0.6481148663,"CHICAGO, IL 60618",41.95,-87.7
60622,0.5559237931,"CHICAGO, IL 60622",41.9,-87.68
60630,0.5528563653,"CHICAGO, IL 60630",41.97,-87.76
60631,0.678218442,"CHICAGO, IL 60631",42,-87.81
60634,0.5799479951,"CHICAGO, IL 60634",41.94,-87.8
60640,0.6796513089,"CHICAGO, IL 60640",41.97,-87.66
60643,0.5568179475,"CHICAGO, IL 60643",41.7,-87.66
60646,0.5720884247,"CHICAGO, IL 60646",41.99,-87.76
60647,0.5005329159,"CHICAGO, IL 60647",41.92,-87.7
60657,0.8135721489,"CHICAGO, IL 60657",41.94,-87.66
62002,0.5641239409,"ALTON, IL 62002",38.9,-90.16
62025,0.5785672437,"EDWARDSVILLE, IL 62025",38.81,-89.96
62062,0.502765553,"MARYVILLE, IL 62062",38.73,-89.96
62208,0.5470168236,"FAIRVIEW HEIGHTS, IL 62208",38.6,-90
62221,0.5556947901,"BELLEVILLE, IL 62221",38.53,-89.93
62226,0.642329301,"BELLEVILLE, IL 62226",38.54,-90
62234,0.553806811,"COLLINSVILLE, IL 62234",38.68,-90
62269,0.6248729412,"O FALLON, IL 62269",38.59,-89.91
63005,0.7192652881,"CHESTERFIELD, MO 63005",38.64,-90.63
63011,0.8736161675,"BALLWIN, MO 63011",38.6,-90.55
63017,0.9047655599,"CHESTERFIELD, MO 63017",38.65,-90.54
63021,0.7270198887,"BALLWIN, MO 63021",38.58,-90.53
63026,0.6780594895,"FENTON, MO 63026",38.51,-90.46
63031,0.5969564468,"FLORISSANT, MO 63031",38.8,-90.34
63033,0.6360641746,"FLORISSANT, MO 63033",38.79,-90.28
63043,0.5215890013,"MARYLAND HEIGHTS, MO 63043",38.73,-90.45
63090,0.5290214315,"WASHINGTON, MO 63090",38.54,-91.02
63105,0.7466439275,"SAINT LOUIS, MO 63105",38.64,-90.33
63108,0.5047604099,"SAINT LOUIS, MO 63108",38.64,-90.25
63109,0.5589221802,"SAINT LOUIS, MO 63109",38.59,-90.29
63116,0.5590584963,"SAINT LOUIS, MO 63116",38.58,-90.26
63119,0.6900139577,"SAINT LOUIS, MO 63119",38.59,-90.35
63122,0.7594046019,"SAINT LOUIS, MO 63122",38.58,-90.41
63123,0.6208855138,"SAINT LOUIS, MO 63123",38.55,-90.32
63124,0.5088281671,"SAINT LOUIS, MO 63124",38.64,-90.37
63127,0.5275700656,"SAINT LOUIS, MO 63127",38.54,-90.41
63128,0.6458680085,"SAINT LOUIS, MO 63128",38.5,-90.37
63129,0.6867008023,"SAINT LOUIS, MO 63129",38.47,-90.32
63130,0.5807184008,"SAINT LOUIS, MO 63130",38.67,-90.32
63131,0.8848135446,"SAINT LOUIS, MO 63131",38.62,-90.44
63139,0.6034345109,"SAINT LOUIS, MO 63139",38.61,-90.29
63141,1,"SAINT LOUIS, MO 63141",38.66,-90.46
63144,0.5538045722,"SAINT LOUIS, MO 63144",38.62,-90.35
63146,0.7751041691,"SAINT LOUIS, MO 63146",38.69,-90.45
63301,0.7405292991,"SAINT CHARLES, MO 63301",38.81,-90.5
63303,0.7555453902,"SAINT CHARLES, MO 63303",38.76,-90.54
63304,0.6469434531,"SAINT CHARLES, MO 63304",38.73,-90.65
63366,0.6681559644,"O FALLON, MO 63366",38.82,-90.72
63368,0.7530463866,"O FALLON, MO 63368",38.75,-90.73
63376,0.9138251086,"SAINT PETERS, MO 63376",38.78,-90.62
68022,0.5567469429,"ELKHORN, NE 68022",41.27,-96.24
68046,0.5683179185,"PAPILLION, NE 68046",41.15,-96.05
68106,0.5864660709,"OMAHA, NE 68106",41.24,-96
68114,0.9082832923,"OMAHA, NE 68114",41.26,-96.05
68116,0.8232911654,"OMAHA, NE 68116",41.3,-96.16
68118,0.5508324219,"OMAHA, NE 68118",41.26,-96.18
68124,0.5480748293,"OMAHA, NE 68124",41.24,-96.05
68127,0.7569521364,"OMAHA, NE 68127",41.2,-96.05
68128,0.5556535741,"LA VISTA, NE 68128",41.18,-96.06
68130,0.6844187092,"OMAHA, NE 68130",41.24,-96.19
68132,0.5771065923,"OMAHA, NE 68132",41.27,-96
68134,0.6529387093,"OMAHA, NE 68134",41.3,-96.05
68137,0.6533946129,"OMAHA, NE 68137",41.21,-96.12
68144,0.8513893442,"OMAHA, NE 68144",41.23,-96.11
68154,1,"OMAHA, NE 68154",41.27,-96.11
68164,0.7498498397,"OMAHA, NE 68164",41.3,-96.11
70001,0.869885684,"METAIRIE, LA 70001",29.99,-90.17
70002,0.9804132145,"METAIRIE, LA 70002",30.01,-90.16
70003,0.5105007229,"METAIRIE, LA 70003",30,-90.21
70005,0.753806346,"METAIRIE, LA 70005",30,-90.13
70006,0.6420611501,"METAIRIE, LA 70006",30.01,-90.19
70056,0.5405328555,"GRETNA, LA 70056",29.89,-90.03
70058,0.6550864045,"HARVEY, LA 70058",29.88,-90.07
70062,0.5033992291,"KENNER, LA 70062",29.99,-90.25
70065,0.9022128685,"KENNER, LA 70065",30.03,-90.25
70068,0.5261377064,"LA PLACE, LA 70068",30.07,-90.48
70072,0.576919223,"MARRERO, LA 70072",29.87,-90.11
70115,0.7250957346,"NEW ORLEANS, LA 70115",29.93,-90.1
70118,0.5731264648,"NEW ORLEANS, LA 70118",29.95,-90.12
70119,0.6255539513,"NEW ORLEANS, LA 70119",29.98,-90.09
70122,0.501286167,"NEW ORLEANS, LA 70122",30.01,-90.06
70123,0.9912711036,"NEW ORLEANS, LA 70123",29.95,-90.21
70124,0.604144558,"NEW ORLEANS, LA 70124",30,-90.11
70127,0.5429469007,"NEW ORLEANS, LA 70127",30.03,-89.98
70130,0.9235696257,"NEW ORLEANS, LA 70130",29.94,-90.07
70433,1,"COVINGTON, LA 70433",30.46,-90.11
70458,0.9679387181,"SLIDELL, LA 70458",30.27,-89.77
70460,0.59398713,"SLIDELL, LA 70460",30.3,-89.81
70461,0.6746837199,"SLIDELL, LA 70461",30.26,-89.73
70471,0.6789481784,"MANDEVILLE, LA 70471",30.4,-90.08
74008,0.5363237599,"BIXBY, OK 74008",35.95,-95.88
74012,0.9990456695,"BROKEN ARROW, OK 74012",36.05,-95.81
74014,0.5479165299,"BROKEN ARROW, OK 74014",36.06,-95.7
74055,0.7189287715,"OWASSO, OK 74055",36.28,-95.83
74105,0.6921396485,"TULSA, OK 74105",36.1,-95.97
74114,0.8018194887,"TULSA, OK 74114",36.13,-95.95
74133,1,"TULSA, OK 74133",36.04,-95.88
74135,0.9586244292,"TULSA, OK 74135",36.1,-95.92
74136,0.8511809555,"TULSA, OK 74136",36.06,-95.94
74137,0.9511276636,"TULSA, OK 74137",36.02,-95.93
74145,0.570492853,"TULSA, OK 74145",36.1,-95.89
74146,0.5104589256,"TULSA, OK 74146",36.1,-95.85
75001,0.5696197561,"ADDISON, TX 75001",32.96,-96.84
75002,0.5664130341,"ALLEN, TX 75002",33.1,-96.63
75006,0.5639075087,"CARROLLTON, TX 75006",32.96,-96.89
75013,0.588829692,"ALLEN, TX 75013",33.11,-96.69
75019,0.5360649589,"COPPELL, TX 75019",32.97,-96.98
75022,0.5653107829,"FLOWER MOUND, TX 75022",33.03,-97.1
75024,0.5790574637,"PLANO, TX 75024",33.08,-96.81
75028,0.587940458,"FLOWER MOUND, TX 75028",33.04,-97.06
75034,0.7984600737,"FRISCO, TX 75034",33.14,-96.85
75038,0.5007423707,"IRVING, TX 75038",32.87,-96.99
75039,0.5522310602,"IRVING, TX 75039",32.89,-96.95
75043,0.6001294322,"GARLAND, TX 75043",32.86,-96.6
75063,0.6715135009,"IRVING, TX 75063",32.92,-96.98
75067,0.5145645425,"LEWISVILLE, TX 75067",33.01,-97
75070,0.717558866,"MCKINNEY, TX 75070",33.17,-96.7
75074,0.5016350783,"PLANO, TX 75074",33.03,-96.68
75075,0.5429269887,"PLANO, TX 75075",33.02,-96.74
75080,0.7354930823,"RICHARDSON, TX 75080",32.97,-96.74
75081,0.706672683,"RICHARDSON, TX 75081",32.95,-96.71
75093,1,"PLANO, TX 75093",33.04,-96.81
75098,0.5500909851,"WYLIE, TX 75098",33.01,-96.54
75115,0.501812912,"DESOTO, TX 75115",32.6,-96.86
75150,0.5115003782,"MESQUITE, TX 75150",32.82,-96.63
75205,0.5198207091,"DALLAS, TX 75205",32.84,-96.8
75206,0.527669025,"DALLAS, TX 75206",32.83,-96.77
75214,0.5131855555,"DALLAS, TX 75214",32.83,-96.75
75218,0.5581856143,"DALLAS, TX 75218",32.84,-96.7
75225,0.6519121504,"DALLAS, TX 75225",32.86,-96.79
75229,0.6959590446,"DALLAS, TX 75229",32.89,-96.86
75230,0.6922384788,"DALLAS, TX 75230",32.9,-96.79
75231,0.5376604955,"DALLAS, TX 75231",32.88,-96.75
75234,0.5693899673,"DALLAS, TX 75234",32.92,-96.89
75243,0.5933914427,"DALLAS, TX 75243",32.91,-96.74
75244,0.8241734503,"DALLAS, TX 75244",32.92,-96.84
75248,0.6512421047,"DALLAS, TX 75248",32.97,-96.79
75252,0.7259609245,"DALLAS, TX 75252",33,-96.79
75254,0.6042833049,"DALLAS, TX 75254",32.94,-96.8
76013,0.6135518223,"ARLINGTON, TX 76013",32.72,-97.15
76017,0.5411653901,"ARLINGTON, TX 76017",32.66,-97.16
76021,0.5399610154,"BEDFORD, TX 76021",32.85,-97.13
76028,0.6210581934,"BURLESON, TX 76028",32.53,-97.31
76034,0.7168205183,"COLLEYVILLE, TX 76034",32.89,-97.15
76051,0.6664154617,"GRAPEVINE, TX 76051",32.92,-97.08
76053,0.5159323681,"HURST, TX 76053",32.82,-97.18
76054,0.5408702985,"HURST, TX 76054",32.86,-97.18
76063,0.5868152683,"MANSFIELD, TX 76063",32.58,-97.13
76092,0.763829928,"SOUTHLAKE, TX 76092",32.95,-97.15
76107,0.7196900946,"FORT WORTH, TX 76107",32.74,-97.38
76109,0.6281909121,"FORT WORTH, TX 76109",32.7,-97.38
76116,0.5895815422,"FORT WORTH, TX 76116",32.72,-97.45
76132,0.6991897023,"FORT WORTH, TX 76132",32.67,-97.41
76137,0.5792236038,"FORT WORTH, TX 76137",32.86,-97.29
76180,0.527379504,"NORTH RICHLAND HILLS, TX 76180",32.84,-97.22
76205,0.5226296347,"DENTON, TX 76205",33.19,-97.13
76248,0.749906975,"KELLER, TX 76248",32.92,-97.23
76262,0.5146442625,"ROANOKE, TX 76262",33,-97.22
77002,0.5127538628,"HOUSTON, TX 77002",29.76,-95.37
77004,0.5497954041,"HOUSTON, TX 77004",29.73,-95.36
77005,0.7184781131,"HOUSTON, TX 77005",29.72,-95.43
77006,0.5265402045,"HOUSTON, TX 77006",29.74,-95.39
77007,0.631299288,"HOUSTON, TX 77007",29.77,-95.4
77008,0.72079077,"HOUSTON, TX 77008",29.8,-95.41
77018,0.5084829596,"HOUSTON, TX 77018",29.83,-95.42
77019,0.6804113009,"HOUSTON, TX 77019",29.75,-95.4
77024,0.7561857031,"HOUSTON, TX 77024",29.78,-95.52
77027,1,"HOUSTON, TX 77027",29.74,-95.45
77040,0.5211988367,"HOUSTON, TX 77040",29.87,-95.53
77041,0.5321170246,"HOUSTON, TX 77041",29.86,-95.57
77042,0.834511741,"HOUSTON, TX 77042",29.74,-95.56
77055,0.5579054391,"HOUSTON, TX 77055",29.8,-95.5
77056,0.9492034515,"HOUSTON, TX 77056",29.74,-95.47
77057,0.9598879298,"HOUSTON, TX 77057",29.74,-95.49
77058,0.5960842996,"HOUSTON, TX 77058",29.55,-95.1
77063,0.6642048629,"HOUSTON, TX 77063",29.74,-95.52
77064,0.6193909229,"HOUSTON, TX 77064",29.93,-95.55
77069,0.5664187791,"HOUSTON, TX 77069",29.99,-95.52
77070,0.6606239093,"HOUSTON, TX 77070",29.97,-95.57
77077,0.8675210478,"HOUSTON, TX 77077",29.75,-95.61
77079,0.749429862,"HOUSTON, TX 77079",29.78,-95.61
77082,0.6754437078,"HOUSTON, TX 77082",29.72,-95.63
77084,0.6958028167,"HOUSTON, TX 77084",29.84,-95.66
77095,0.6051198269,"HOUSTON, TX 77095",29.91,-95.65
77096,0.6414039505,"HOUSTON, TX 77096",29.68,-95.48
77098,0.5415901967,"HOUSTON, TX 77098",29.74,-95.41
77304,0.5569492558,"CONROE, TX 77304",30.33,-95.51
77346,0.5911922237,"HUMBLE, TX 77346",30,-95.17
77375,0.6077269844,"TOMBALL, TX 77375",30.09,-95.6
77379,0.8338430713,"SPRING, TX 77379",30.03,-95.53
77380,0.7534983742,"SPRING, TX 77380",30.14,-95.47
77381,0.5740553156,"SPRING, TX 77381",30.18,-95.5
77388,0.6079308068,"SPRING, TX 77388",30.06,-95.46
77401,0.8077697915,"BELLAIRE, TX 77401",29.71,-95.46
77406,0.7088550832,"RICHMOND, TX 77406",29.63,-95.77
77450,0.6791658016,"KATY, TX 77450",29.76,-95.74
77459,0.6954249811,"MISSOURI CITY, TX 77459",29.55,-95.54
77477,0.5426921293,"STAFFORD, TX 77477",29.62,-95.57
77478,0.8801052382,"SUGAR LAND, TX 77478",29.61,-95.61
77479,0.7722691039,"SUGAR LAND, TX 77479",29.57,-95.64
77494,0.6237857771,"KATY, TX 77494",29.74,-95.81
77546,0.5401668046,"FRIENDSWOOD, TX 77546",29.52,-95.19
77571,0.5148539787,"LA PORTE, TX 77571",29.67,-95.03
77573,0.645245007,"LEAGUE CITY, TX 77573",29.5,-95.09
77581,0.5910368111,"PEARLAND, TX 77581",29.56,-95.27
77584,0.7383704855,"PEARLAND, TX 77584",29.55,-95.36
77586,0.5019169851,"SEABROOK, TX 77586",29.58,-95.03
77598,0.5262249364,"WEBSTER, TX 77598",29.54,-95.14
78006,0.6679361498,"BOERNE, TX 78006",29.81,-98.72
78023,0.5952231244,"HELOTES, TX 78023",29.6,-98.71
78130,0.5850877522,"NEW BRAUNFELS, TX 78130",29.7,-98.11
78209,0.7386350088,"SAN ANTONIO, TX 78209",29.49,-98.46
78212,0.599520689,"SAN ANTONIO, TX 78212",29.46,-98.49
78213,0.5952599719,"SAN ANTONIO, TX 78213",29.51,-98.52
78216,0.945827636,"SAN ANTONIO, TX 78216",29.53,-98.49
78217,0.6330353046,"SAN ANTONIO, TX 78217",29.54,-98.42
78218,0.5595139877,"SAN ANTONIO, TX 78218",29.49,-98.4
78229,0.5490707031,"SAN ANTONIO, TX 78229",29.5,-98.57
78230,0.9126446688,"SAN ANTONIO, TX 78230",29.54,-98.55
78231,0.5733743534,"SAN ANTONIO, TX 78231",29.58,-98.54
78232,0.8701295526,"SAN ANTONIO, TX 78232",29.59,-98.47
78233,0.5195556227,"SAN ANTONIO, TX 78233",29.55,-98.36
78238,0.5967153249,"SAN ANTONIO, TX 78238",29.48,-98.61
78240,0.7042297367,"SAN ANTONIO, TX 78240",29.52,-98.61
78247,0.6035108997,"SAN ANTONIO, TX 78247",29.58,-98.41
78248,0.7218359951,"SAN ANTONIO, TX 78248",29.59,-98.53
78249,0.8363954013,"SAN ANTONIO, TX 78249",29.57,-98.61
78250,0.5001348701,"SAN ANTONIO, TX 78250",29.51,-98.67
78251,0.5752906506,"SAN ANTONIO, TX 78251",29.46,-98.67
78254,0.5120153532,"SAN ANTONIO, TX 78254",29.52,-98.7
78256,0.5134850122,"SAN ANTONIO, TX 78256",29.62,-98.63
78257,0.7105499462,"SAN ANTONIO, TX 78257",29.66,-98.61
78258,1,"SAN ANTONIO, TX 78258",29.64,-98.49
78613,0.8106715851,"CEDAR PARK, TX 78613",30.5,-97.83
78626,0.5284822258,"GEORGETOWN, TX 78626",30.64,-97.65
78628,0.6054932031,"GEORGETOWN, TX 78628",30.65,-97.72
78641,0.50179889,"LEANDER, TX 78641",30.55,-97.86
78660,0.7333911173,"PFLUGERVILLE, TX 78660",30.45,-97.62
78664,0.7617782505,"ROUND ROCK, TX 78664",30.51,-97.65
78666,0.6759498937,"SAN MARCOS, TX 78666",29.87,-97.94
78666,0.6096665727,"SAN MARCOS, TX 78666",29.87,-97.94
78681,0.8508483786,"ROUND ROCK, TX 78681",30.52,-97.72
78701,0.838630569,"AUSTIN, TX 78701",30.27,-97.74
78703,0.6303558614,"AUSTIN, TX 78703",30.29,-97.76
78704,0.7387261713,"AUSTIN, TX 78704",30.24,-97.76
78705,0.6440287825,"AUSTIN, TX 78705",30.29,-97.74
78727,0.5690609146,"AUSTIN, TX 78727",30.43,-97.71
78729,0.507890179,"AUSTIN, TX 78729",30.45,-97.76
78730,0.7486195039,"AUSTIN, TX 78730",30.36,-97.83
78731,0.9367268836,"AUSTIN, TX 78731",30.35,-97.76
78734,0.6007985707,"AUSTIN, TX 78734",30.38,-97.96
78735,0.6933374063,"AUSTIN, TX 78735",30.25,-97.84
78738,0.6715477074,"AUSTIN, TX 78738",30.32,-97.96
78745,0.5583617114,"AUSTIN, TX 78745",30.21,-97.8
78746,1,"AUSTIN, TX 78746",30.29,-97.81
78750,0.7317244458,"AUSTIN, TX 78750",30.44,-97.8
78753,0.5550574132,"AUSTIN, TX 78753",30.38,-97.68
78754,0.5605565984,"AUSTIN, TX 78754",30.36,-97.64
78757,0.648577282,"AUSTIN, TX 78757",30.35,-97.73
78758,0.5698499771,"AUSTIN, TX 78758",30.38,-97.7
78759,0.8972224928,"AUSTIN, TX 78759",30.4,-97.76
80002,0.5179183051,"ARVADA, CO 80002",39.8,-105.09
80003,0.6717266882,"ARVADA, CO 80003",39.83,-105.06
80004,0.5136899071,"ARVADA, CO 80004",39.81,-105.12
80005,0.5807339795,"ARVADA, CO 80005",39.84,-105.12
80011,0.7286553422,"AURORA, CO 80011",39.74,-104.81
80012,0.5275733162,"AURORA, CO 80012",39.7,-104.84
80013,0.6513699575,"AURORA, CO 80013",39.66,-104.78
80014,0.75086831,"AURORA, CO 80014",39.66,-104.84
80015,0.6134639716,"AURORA, CO 80015",39.62,-104.77
80016,0.6728969742,"AURORA, CO 80016",39.6,-104.73
80020,0.8807540287,"BROOMFIELD, CO 80020",39.92,-105.07
80021,0.8489765505,"BROOMFIELD, CO 80021",39.89,-105.11
80022,0.6341897085,"COMMERCE CITY, CO 80022",39.86,-104.87
80027,0.7298945572,"LOUISVILLE, CO 80027",39.96,-105.15
80031,0.6781293457,"WESTMINSTER, CO 80031",39.87,-105.04
80033,0.7573213291,"WHEAT RIDGE, CO 80033",39.77,-105.1
80104,0.6671935652,"CASTLE ROCK, CO 80104",39.36,-104.84
80108,0.5637908092,"CASTLE ROCK, CO 80108",39.45,-104.87
80110,0.6262273729,"ENGLEWOOD, CO 80110",39.64,-105.01
80111,0.9541740998,"ENGLEWOOD, CO 80111",39.61,-104.88
80112,0.937043114,"ENGLEWOOD, CO 80112",39.58,-104.87
80113,0.6006181302,"ENGLEWOOD, CO 80113",39.65,-104.97
80120,0.6560035593,"LITTLETON, CO 80120",39.6,-105.01
80121,0.5297560152,"LITTLETON, CO 80121",39.61,-104.96
80122,0.7146863969,"LITTLETON, CO 80122",39.58,-104.96
80123,0.8343205619,"LITTLETON, CO 80123",39.62,-105.07
80124,0.9219754921,"LONE TREE, CO 80124",39.54,-104.89
80126,0.6499439029,"LITTLETON, CO 80126",39.54,-104.96
80127,0.84694571,"LITTLETON, CO 80127",39.59,-105.13
80129,0.7333273503,"LITTLETON, CO 80129",39.54,-105.01
80134,0.9755415409,"PARKER, CO 80134",39.51,-104.79
80138,0.5481315004,"PARKER, CO 80138",39.52,-104.71
80203,0.8552116477,"DENVER, CO 80203",39.73,-104.98
80205,0.6557485755,"DENVER, CO 80205",39.76,-104.97
80206,1,"DENVER, CO 80206",39.73,-104.95
80209,0.9657312394,"DENVER, CO 80209",39.71,-104.97
80210,0.7617256078,"DENVER, CO 80210",39.68,-104.96
80211,0.7111335386,"DENVER, CO 80211",39.77,-105.02
80215,0.6381009005,"DENVER, CO 80215",39.74,-105.11
80218,0.7695003884,"DENVER, CO 80218",39.73,-104.97
80220,0.8003426927,"DENVER, CO 80220",39.73,-104.92
80221,0.5000630799,"DENVER, CO 80221",39.82,-105.01
80222,0.717636257,"DENVER, CO 80222",39.67,-104.93
80224,0.7368735535,"DENVER, CO 80224",39.69,-104.91
80226,0.6529961769,"DENVER, CO 80226",39.71,-105.09
80227,0.679075732,"DENVER, CO 80227",39.67,-105.09
80228,0.8069094559,"DENVER, CO 80228",39.69,-105.15
80229,0.5981487046,"DENVER, CO 80229",39.86,-104.96
80230,0.7251313705,"DENVER, CO 80230",39.72,-104.9
80231,0.6308232349,"DENVER, CO 80231",39.67,-104.89
80233,0.5692067456,"DENVER, CO 80233",39.9,-104.95
80234,0.6497569916,"DENVER, CO 80234",39.91,-105.01
80235,0.54249557,"DENVER, CO 80235",39.65,-105.09
80237,0.670825818,"DENVER, CO 80237",39.64,-104.9
80239,0.547227143,"DENVER, CO 80239",39.79,-104.83
80241,0.5654314915,"THORNTON, CO 80241",39.93,-104.95
